BatchID,BatchStartTime,BatchEndTime,ProductId,ProductName,PhaseName,StepName,StepTime,TargetTime,TargetTolerance,StepStatus,StepStartTime,StepEndTime
1505311611,5/31/2015 21:11,6/1/2015 14:04,24240,VORANOL 4240 POLYOL,Reaction[1],1OxFeed[1],554,-1,-1,NA,5/31/2015 21:20,6/1/2015 6:35
1506010904,6/1/2015 14:05,6/2/2015 6:31,24240,VORANOL 4240 POLYOL,Reaction[1],1OxFeed[1],527,-1,-1,NA,6/1/2015 14:17,6/1/2015 23:04
1506020132,6/2/2015 6:32,6/2/2015 22:51,24240,VORANOL 4240 POLYOL,Reaction[1],1OxFeed[1],523,-1,-1,NA,6/2/2015 6:41,6/2/2015 15:25
1506021752,6/2/2015 22:52,6/3/2015 15:12,24240,VORANOL 4240 POLYOL,Reaction[1],1OxFeed[1],522,-1,-1,NA,6/2/2015 23:02,6/3/2015 7:45
1506071052,6/7/2015 15:52,6/8/2015 8:32,24240,VORANOL 4240 POLYOL,Reaction[1],1OxFeed[1],524,-1,-1,NA,6/7/2015 16:20,6/8/2015 1:05
1506080333,6/8/2015 8:33,6/9/2015 0:56,24240,VORANOL 4240 POLYOL,Reaction[1],1OxFeed[1],526,-1,-1,NA,6/8/2015 8:41,6/8/2015 17:28
1506081957,6/9/2015 0:58,6/9/2015 17:22,24240,VORANOL 4240 POLYOL,Reaction[1],1OxFeed[1],526,-1,-1,NA,6/9/2015 1:06,6/9/2015 9:52
1506091224,6/9/2015 17:22,6/10/2015 9:45,24240,VORANOL 4240 POLYOL,Reaction[1],1OxFeed[1],525,-1,-1,NA,6/9/2015 17:31,6/10/2015 2:16
1506100446,6/10/2015 9:45,6/11/2015 5:58,24240,VORANOL 4240 POLYOL,Reaction[1],1OxFeed[1],750,-1,-1,NA,6/10/2015 9:56,6/10/2015 22:26
1506110059,6/11/2015 5:59,6/11/2015 22:18,24240,VORANOL 4240 POLYOL,Reaction[1],1OxFeed[1],523,-1,-1,NA,6/11/2015 6:08,6/11/2015 14:52
