Datetime,TagValue,TagName,batchId,chartArea,AxisLoc
10/12/2015 1:33,38.8562,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 1:34,40.0922,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 1:37,4240,TX_KR22_matid,1510112113,,
10/12/2015 1:37,7.56545,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 1:37,100.293,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 1:43,40.0922,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 1:44,41.6913,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 1:47,4240,TX_KR22_matid,1510112113,,
10/12/2015 1:47,8.075,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 1:47,100.568,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 1:54,42.6771,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 1:57,4240,TX_KR22_matid,1510112113,,
10/12/2015 1:57,8.58302,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 1:57,100.672,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 2:04,43.4431,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 2:07,4240,TX_KR22_matid,1510112113,,
10/12/2015 2:07,9.1475,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 2:07,100.684,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 2:13,43.4431,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 2:17,4240,TX_KR22_matid,1510112113,,
10/12/2015 2:17,9.71349,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 2:17,100.721,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 2:23,44.3922,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 2:26,4240,TX_KR22_matid,1510112113,,
10/12/2015 2:26,10.223,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 2:26,100.745,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 2:33,44.9507,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 2:36,4240,TX_KR22_matid,1510112113,,
10/12/2015 2:36,10.7784,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 2:36,100.666,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 2:42,44.9507,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 2:46,4240,TX_KR22_matid,1510112113,,
10/12/2015 2:46,11.2955,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 2:46,100.849,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 2:52,45.4787,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 2:56,4240,TX_KR22_matid,1510112113,,
10/12/2015 2:56,11.8219,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 2:56,100.067,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 2:57,46.2539,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 2:58,47.441,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 3:05,4240,TX_KR22_matid,1510112113,,
10/12/2015 3:05,12.5267,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 3:05,99.3711,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 3:07,47.441,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 3:08,50.5295,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 3:15,4240,TX_KR22_matid,1510112113,,
10/12/2015 3:15,13.2132,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 3:15,99.6214,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 3:17,50.5295,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 3:18,53.1358,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 3:25,4240,TX_KR22_matid,1510112113,,
10/12/2015 3:25,13.9028,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 3:25,100.299,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 3:27,53.1358,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 3:28,54.9364,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 3:35,4240,TX_KR22_matid,1510112113,,
10/12/2015 3:35,14.6671,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 3:35,100.763,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 3:36,54.9364,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 3:37,56.1022,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 3:44,4240,TX_KR22_matid,1510112113,,
10/12/2015 3:44,15.3567,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 3:44,100.934,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 3:47,56.9353,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 3:54,4240,TX_KR22_matid,1510112113,,
10/12/2015 3:54,16.121,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 3:54,100.953,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 3:56,56.9353,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 4:03,4240,TX_KR22_matid,1510112113,,
10/12/2015 4:03,16.8091,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 4:03,101.001,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 4:06,57.6922,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 4:13,4240,TX_KR22_matid,1510112113,,
10/12/2015 4:13,17.5734,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 4:13,101.044,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 4:15,58.5467,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 4:22,4240,TX_KR22_matid,1510112113,,
10/12/2015 4:22,18.263,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 4:22,100.977,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 4:25,59.2822,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 4:32,4240,TX_KR22_matid,1510112113,,
10/12/2015 4:32,19.0273,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 4:32,101.026,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 4:35,60.2649,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 4:41,4240,TX_KR22_matid,1510112113,,
10/12/2015 4:41,19.7153,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 4:41,101.062,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 4:44,61.0889,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 4:51,4240,TX_KR22_matid,1510112113,,
10/12/2015 4:51,20.4812,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 4:51,100.989,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 4:54,61.919,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 5:01,4240,TX_KR22_matid,1510112113,,
10/12/2015 5:01,21.1707,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 5:01,100.983,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 5:04,62.7216,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 5:10,4240,TX_KR22_matid,1510112113,,
10/12/2015 5:10,21.9244,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 5:10,100.989,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 5:14,63.7043,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 5:15,64.8305,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 5:19,4240,TX_KR22_matid,1510112113,,
10/12/2015 5:19,22.6109,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 5:19,100.873,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 5:24,64.8305,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 5:25,66.0939,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 5:29,4240,TX_KR22_matid,1510112113,,
10/12/2015 5:29,23.3829,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 5:29,100.861,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 5:34,66.0939,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 5:35,67.3696,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 5:38,4240,TX_KR22_matid,1510112113,,
10/12/2015 5:38,24.0709,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 5:38,100.983,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 5:44,67.3696,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 5:45,68.6331,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 5:47,4240,TX_KR22_matid,1510112113,,
10/12/2015 5:47,24.7605,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 5:47,101.02,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 5:54,68.6331,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 5:55,69.9789,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 5:57,4240,TX_KR22_matid,1510112113,,
10/12/2015 5:57,25.5233,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 5:57,100.916,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 6:04,69.9789,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 6:07,4240,TX_KR22_matid,1510112113,,
10/12/2015 6:07,26.2128,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 6:07,100.983,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 6:14,69.7775,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 6:17,4240,TX_KR22_matid,1510112113,,
10/12/2015 6:17,26.9665,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 6:17,100.928,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 6:24,69.8538,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 6:27,4240,TX_KR22_matid,1510112113,,
10/12/2015 6:27,27.6683,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 6:27,100.965,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 6:34,69.9637,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 6:36,4240,TX_KR22_matid,1510112113,,
10/12/2015 6:36,28.4326,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 6:36,100.928,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 6:44,69.8264,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 6:46,4240,TX_KR22_matid,1510112113,,
10/12/2015 6:46,29.1222,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 6:46,100.898,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 6:54,69.9179,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 6:56,4240,TX_KR22_matid,1510112113,,
10/12/2015 6:56,29.8758,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 6:56,100.775,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 7:03,69.9179,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 7:05,30.5776,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 7:06,4240,TX_KR22_matid,1510112113,,
10/12/2015 7:06,100.666,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 7:13,69.8782,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 7:14,31.2656,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 7:16,4240,TX_KR22_matid,1510112113,,
10/12/2015 7:16,100.684,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 7:22,69.7897,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 7:23,32.0376,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 7:25,4240,TX_KR22_matid,1510112113,,
10/12/2015 7:25,100.562,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 7:31,150,TX_KR22_PEvent,1510112113,,yRight
10/12/2015 7:32,69.1214,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 7:33,32.7287,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 7:35,4240,TX_KR22_matid,1510112113,,
10/12/2015 7:35,69.1214,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 7:35,100.635,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 7:36,67.2994,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 7:42,67.2994,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 7:43,33.2886,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 7:43,64.9556,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 7:44,4240,TX_KR22_matid,1510112113,,
10/12/2015 7:44,101.826,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 7:48,64.9556,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 7:49,62.2974,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 7:53,33.2886,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 7:54,4240,TX_KR22_matid,1510112113,,
10/12/2015 7:54,103.651,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 7:55,62.2974,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 7:56,59.8376,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 8:02,33.2886,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
10/12/2015 8:04,4240,TX_KR22_matid,1510112113,,
10/12/2015 8:04,106.393,TX_KR22_Tempout,1510112113,Temperature,yLeft
10/12/2015 8:05,59.8376,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 8:06,56.0198,TX_KR22_Pres,1510112113,Pressure,yLeft
10/12/2015 8:11,33.2886,TX_KR22_Po_Tot,1510112113,POAmount,yLeft
